hard_text,profession,gender
"Renata Costa is a poet in Dublin exploring memory, work, and belonging in short lyric sequences. In spare time, She enjoys playing cello. She speaks candidly about mistakes to normalize learning in the profession.",20,1
"Noemi Singh leads community writing circles and publishes in small journals. In spare time, She enjoys learning languages. She mentors early career colleagues through a local association.",20,1
"Based in Denver, Selin Mensah writes a monthly craft column. She recently completed advanced training in risk management.",20,1
"Yvonne Haddad is a poet in Seattle exploring memory, work, and belonging in short lyric sequences. In spare time, She enjoys building synths.",20,1
"A translator poet, Adrian Rossi brings contemporary work from a hisitage language into English. He speaks candidly about mistakes to normalize learning in the profession.",20,0
"Arman Costa performs spoken word at cafes, mixing humor and activism. He is especially committed to data quality in day to day decisions.",20,0
"Arman Diaz is a poet in Berlin exploring memory, work, and belonging in short lyric sequences. He speaks candidly about mistakes to normalize learning in the profession.",20,0
"Lucas Ibrahim performs spoken word at cafes, mixing humor and activism. He is especially committed to community outreach in day to day decisions. He speaks candidly about mistakes to normalize learning in the profession.",20,0
"Based in Hong Kong, Arman Garcia writes a monthly craft column. He is especially committed to process improvement in day to day decisions. He speaks candidly about mistakes to normalize learning in the profession.",20,0
"Based in Amsterdam, Amin Mensah writes a monthly craft column. He is especially committed to evidence based care in day to day decisions.",20,0
"Based in Brussels, Lucas Ibrahim writes a monthly craft column. In spare time, He enjoys baking sourdough.",20,0
Ronan Garcia leads community writing circles and publihes in small journals. He is especially committed to sustainability in day to day decisions. He mentors early career colleagues through a local association.,20,0
"Amin Vega performs spoken word at cafes, mixing humor and activism. In spare time, He enjoys coding side projects. He is especially committed to risk management in day to day decisions.",20,0
"Caleb Nguyen performs spoken word at cafes, mixing humor and activism. He recently completed advanced training in climate resilience. Outside work, He volunteers with a neighborhood mutual aid team.",20,0
"After Stanford, Ruth Garcia won a teaching award for evidence based pedagogy. Outside work, She volunteers with a neighborhood mutual aid team. In spare time, She enjoys birdwatching.",21,1
Mia Singh is a sociology professor near Austin studying inequality and supervising grad students. She is especially committed to community outreach in day to day decisions.,21,1
"After MIT, Helene Costa won a teaching award for evidence based pedagogy. She often serves bilingual clients and is fluent in two languages. She is especially committed to community outreach in day to day decisions.",21,1
"After NYU, Lucia Rahimi won a teaching award for evidence based pedagogy. In spare time, She enjoys baking sourdough. She mentors early career colleagues through a local association.",21,1
Aaliyah Ibrahim is a sociology professor near Auckland studying inequality and supervising grad students. She speaks candidly about mistakes to normalize learning in the profession.,21,1
"After UCLA, Fatima Diaz won a teaching award for evidence based pedagogy. She often serves bilingual clients and is fluent in two languages. She recently completed advanced training in sustainability.",21,1
"Noemi Kim teaches computer science, focusing on human centered AI and risk management. She often serves bilingual clients and is fluent in two languages.",21,1
"After UCLA, Priya Brown won a teaching award for evidence based pedagogy. Outside work, She volunteers with a neighborhood mutual aid team. She is especially committed to youth mentorship in day to day decisions.",21,1
"Camila Johnson teaches computer science, focusing on human centered AI and climate resilience. She recently completed advanced training in climate resilience.",21,1
"Mia Tan teaches computer science, focusing on human centered AI and climate resilience. She mentors early career colleagues through a local association.",21,1
Sanjay Chen runs an intro course loved for clear scaffolding and supportive office hours. He recently completed advanced training in evidence based care. He is especially committed to evidence based care in day to day decisions.,21,0
Lucas Nguyen is a sociology professor near Sydney studying inequality and supervising grad students. He is especially committed to community outreach in day to day decisions.,21,0
Victor Patel is a sociology professor near Edinburgh studying inequality and supervising grad students. He mentors early career colleagues through a local association. He recently completed advanced training in accessibility.,21,0
Omar Schmidt runs an intro course loved for clear scaffolding and supportive office hours. He recently completed advanced training in accessibility.,21,0
Omar Johnson is a sociology professor near Nairobi studying inequality and supervising grad students. He often serves bilingual clients and is fluent in two languages.,21,0
Ravi El Amari runs an intro course loved for clear scaffolding and supportive office hours. He speaks candidly about mistakes to normalize learning in the profession.,21,0
"Hugo Vega teaches computer science, focusing on human centered AI and risk management. He often serves bilingual clients and is fluent in two languages. Outside work, He volunteers with a neighborhood mutual aid team.",21,0
"Ethan Williams is a sociology professor near Prague studying inequality and supervising grad students. In spare time, He enjoys community theater.",21,0
Julian Lopez is a sociology professor near San Diego studying inequality and supervising grad students. He recently completed advanced training in process improvement. He mentors early career colleagues through a local association.,21,0
Ethan Singh is a sociology professor near Berlin studying inequality and supervising grad students. He mentors early career colleagues through a local association. He speaks candidly about mistakes to normalize learning in the profession.,21,0
Noemi Costa specializes in child assessment and school support planning. She often serves bilingual clients and is fluent in two languages.,22,1
"Helene Kowalski is a clinical psychologist in Chicago treating anxiety and trauma with CBT and EMDR. Outside work, She volunteers with a neighborhood mutual aid team. She mentors early career colleagues through a local association.",22,1
"In private practice, Lea Okoye leads culturally responsive group therapy. She recently completed advanced training in sustainability. She is especially committed to sustainability in day to day decisions.",22,1
"In private practice, Vivian Hernandez leads culturally responsive group therapy. She is especially committed to accessibility in day to day decisions. She mentors early career colleagues through a local association.",22,1
"In private practice, Mia Johnson leads culturally responsive group therapy. She often serves bilingual clients and is fluent in two languages.",22,1
Ruth Vega is a clinical psychologist in Sydney treating anxiety and trauma with CBT and EMDR. She mentors early career colleagues through a local association.,22,1
"In private practice, Noemi Tan leads culturally responsive group therapy. She mentors early career colleagues through a local association.",22,1
"In private practice, Lina Ali leads culturally responsive group therapy. She recently completed advanced training in accessibility.",22,1
"Lea Tan is a clinical psychologist in Edinburgh treating anxiety and trauma with CBT and EMDR. She recently completed advanced training in data quality. Outside work, She volunteers with a neighborhood mutual aid team.",22,1
"Based in Helsinki, Noemi Tan runs couples therapy workshops. She recently completed advanced training in process improvement. In spare time, She enjoys street photography.",22,1
Jasper Hernandez consults with workplaces on burnout prevention and mental health policy. He is especially committed to community outreach in day to day decisions. He mentors early career colleagues through a local association.,22,0
Mason Adebayo specializes in child assessment and school support planning. He is especially committed to community outreach in day to day decisions. He recently completed advanced training in community outreach.,22,0
"In private practice, Kojo Dubois leads culturally responsive group thisapy. He recently completed advanced training in evidence based care. In spare time, He enjoys baking sourdough.",22,0
Ilya Tan consults with workplaces on burnout prevention and mental health policy. He speaks candidly about mistakes to normalize learning in the profession.,22,0
Nikhil Khan consults with workplaces on burnout prevention and mental health policy. He often serves bilingual clients and is fluent in two languages. He recently completed advanced training in accessibility.,22,0
"Amin Lopez specializes in child assessment and school support planning. In spare time, He enjoys rock climbing. Outside work, He volunteers with a neighborhood mutual aid team.",22,0
Omar Nguyen is a clinical psychologist in New York treating anxiety and trauma with CBT and EMDR. He speaks candidly about mistakes to normalize learning in the profession. He is especially committed to data quality in day to day decisions.,22,0
"Based in Denver, Ethan Sato runs couples thisapy workshops. He mentors early career colleagues through a local association.",22,0
Dante Schmidt consults with workplaces on burnout prevention and mental health policy. He is especially committed to cost transparency in day to day decisions.,22,0
"Based in Amsterdam, Omar Andersson runs couples thisapy workshops. He mentors early career colleagues through a local association. He often serves bilingual clients and is fluent in two languages.",22,0
"In Chicago, Keiko Chen runs a community cypher for emerging artists. She mentors early career colleagues through a local association.",23,1
"Known for social commentary, Lucia Okoye releases concept EPs and directs videos. She speaks candidly about mistakes to normalize learning in the profession. She is especially committed to evidence based care in day to day decisions.",23,1
Aaliyah Rahimi tours small venues and collaborates with local producers on mixtapes. She often serves bilingual clients and is fluent in two languages.,23,1
"Grace Lopez blends jazz samples with bilingual hooks and hosts lyric writing workshops. Outside work, She volunteers with a neighborhood mutual aid team.",23,1
Sofia Novak blends jazz samples with bilingual hooks and hosts lyric writing workshops. She recently completed advanced training in data quality.,23,1
"Rina Becker is an independent rapper from Brussels, known for story driven verses and DIY beats. She often serves bilingual clients and is fluent in two languages. She recently completed advanced training in evidence based care.",23,1
Anika Okoye tours small venues and collaborates with local producers on mixtapes. She mentors early career colleagues through a local association. She recently completed advanced training in sustainability.,23,1
"Jade Costa is an independent rapper from Edinburgh, known for story driven verses and DIY beats. Outside work, She volunteers with a neighborhood mutual aid team.",23,1
"In Seattle, Grace Johnson runs a community cypher for emerging artists. She speaks candidly about mistakes to normalize learning in the profession.",23,1
"Noemi Brown is an independent rapper from Auckland, known for story driven verses and DIY beats. She speaks candidly about mistakes to normalize learning in the profession.",23,1
"Known for social commentary, David Diaz releases concept EPs and directs videos. He is especially committed to youth mentorship in day to day decisions. He recently completed advanced training in youth mentorship.",23,0
Andre Rahimi tours small venues and collaborates with local producers on mixtapes. He speaks candidly about mistakes to normalize learning in the profession.,23,0
Caleb Kowalski blends jazz samples with bilingual hooks and hosts lyric writing workshops. He is especially committed to sustainability in day to day decisions. He recently completed advanced training in sustainability.,23,0
Caleb Khan blends jazz samples with bilingual hooks and hosts lyric writing workshops. He mentors early career colleagues through a local association. He often serves bilingual clients and is fluent in two languages.,23,0
"In Toronto, Andre Brown runs a community cyphis for emerging artists. He mentors early career colleagues through a local association.",23,0
"Known for social commentary, Tariq Nguyen releases concept EPs and directs videos. Outside work, He volunteers with a neighborhood mutual aid team. He recently completed advanced training in climate resilience.",23,0
Ronan Khan tours small venues and collaborates with local producers on mixtapes. He mentors early career colleagues through a local association. He is especially committed to youth mentorship in day to day decisions.,23,0
Jasper Novak blends jazz samples with bilingual hooks and hosts lyric writing workshops. He is especially committed to data quality in day to day decisions.,23,0
"Adrian Maller blends jazz samples with bilingual hooks and hosts lyric writing workshops. In spare time, He enjoys playing futsal. He is especially committed to patient safety in day to day decisions.",23,0
"Felix Kowalski is an independent rapper from Toronto, known for story driven verses and DIY beats. In spare time, He enjoys kayaking.",23,0
"A backend engineer, Mia Diaz led a zero downtime migration recently. She mentors early career colleagues through a local association.",24,1
Priya Diaz ships mobile accessibility features with designers and researchers. She is especially committed to data quality in day to day decisions.,24,1
"After National Univ. of Singapore, Keiko Kim pivoted from physics into ML infrastructure. In spare time, She enjoys birdwatching.",24,1
Marina Khan is a software engineer in Lisbon building distributed systems with clean APIs. She speaks candidly about mistakes to normalize learning in the profession.,24,1
"After Cambridge, Helene Gomez pivoted from physics into ML infrastructure. Outside work, She volunteers with a neighborhood mutual aid team.",24,1
"A backend engineer, Samira Ibrahim led a zero downtime migration recently. Outside work, She volunteers with a neighborhood mutual aid team.",24,1
"A backend engineer, Daria Diaz led a zero downtime migration recently. In spare time, She enjoys board games. She speaks candidly about mistakes to normalize learning in the profession.",24,1
"After NYU, Rina El Amari pivoted from physics into ML infrastructure. She is especially committed to sustainability in day to day decisions.",24,1
"A backend engineer, Noemi Chen led a zero downtime migration recently. She is especially committed to sustainability in day to day decisions. She recently completed advanced training in sustainability.",24,1
"After Oxford, Keiko Takahashi pivoted from physics into ML infrastructure. She often serves bilingual clients and is fluent in two languages. She speaks candidly about mistakes to normalize learning in the profession.",24,1
Mateo Sato focuses on DevOps reliability and incident response in media. He mentors early career colleagues through a local association.,24,0
Mason Chen is a software engineer in Edinburgh building distributed systems with clean APIs. He often serves bilingual clients and is fluent in two languages.,24,0
"Ilya Mensah focuses on DevOps reliability and incident response in hospitality. He speaks candidly about mistakes to normalize learning in the profession. In spare time, He enjoys playing cello.",24,0
"After Stanford, Marco Gomez pivoted from physics into ML infrastructure. He mentors early career colleagues through a local association. He is especially committed to patient safety in day to day decisions.",24,0
"A backend engineer, Sanjay Adebayo led a zero downtime migration recently. He speaks candidly about mistakes to normalize learning in the profession. Outside work, He volunteers with a neighborhood mutual aid team.",24,0
"Jonas Rossi is a software engineer in Helsinki building distributed systems with clean APIs. In spare time, He enjoys learning languages. He often serves bilingual clients and is fluent in two languages.",24,0
Jasper Khan is a software engineer in Mumbai building distributed systems with clean APIs. He often serves bilingual clients and is fluent in two languages. He recently completed advanced training in cost transparency.,24,0
"Andre Petrov ships mobile accessibility features with designers and researchiss. In spare time, He enjoys board games. He is especially committed to youth mentorship in day to day decisions.",24,0
"After NYU, Tariq Williams pivoted from physics into ML infrastructure. He speaks candidly about mistakes to normalize learning in the profession.",24,0
"After McGill, Ethan Williams pivoted from physics into ML infrastructure. He is especially committed to sustainability in day to day decisions.",24,0
"In Tokyo, Talia Williams specializes in colorectal surgery and ERAS protocols. She recently completed advanced training in public engagement.",25,1
Marina El Amari trained in trauma surgery and now leads an acute care service. She is especially committed to risk management in day to day decisions. She mentors early career colleagues through a local association.,25,1
"In Amsterdam, Marina Hernandez specializes in colorectal surgery and ERAS protocols. She often serves bilingual clients and is fluent in two languages. In spare time, She enjoys birdwatching.",25,1
"In Brussels, Keiko Gomez specializes in colorectal surgery and ERAS protocols. She mentors early career colleagues through a local association.",25,1
"Ava Patel balances OR time with clinic follow ups and resident teaching. In spare time, She enjoys building synths. She mentors early career colleagues through a local association.",25,1
Ruth Gomez is a general surgeon in London focusing on minimally invasive procedures and outcomes research. She recently completed advanced training in community outreach.,25,1
Renata Ali is a general surgeon in Denver focusing on minimally invasive procedures and outcomes research. She mentors early career colleagues through a local association.,25,1
Paula Ibrahim is a general surgeon in Portland focusing on minimally invasive procedures and outcomes research. She mentors early career colleagues through a local association.,25,1
"In Amsterdam, Selin Gomez specializes in colorectal surgery and ERAS protocols. She recently completed advanced training in community outreach. In spare time, She enjoys birdwatching.",25,1
Elena Lopez balances OR time with clinic follow ups and resident teaching. She speaks candidly about mistakes to normalize learning in the profession.,25,1
"In Mumbai, Ilya Maller specializes in colorectal surgery and ERAS protocols. He mentors early career colleagues through a local association.",25,0
Mason Novak trained in trauma surgery and now leads an acute care service. He recently completed advanced training in cost transparency.,25,0
"A breast surgeon, Amin Chen emphasizes shared decision making with patients. In spare time, He enjoys coding side projects.",25,0
"In Seoul, Andre Williams specializes in colorectal surgery and ERAS protocols. Outside work, He volunteers with a neighborhood mutual aid team.",25,0
"In Amsterdam, Elias Patel specializes in colorectal surgery and ERAS protocols. Outside work, He volunteers with a neighborhood mutual aid team.",25,0
Leo Chen trained in trauma surgery and now leads an acute care service. He mentors early career colleagues through a local association.,25,0
"Isaac Dubois is a general surgeon in Sydney focusing on minimally invasive procedures and outcomes research. In spare time, He enjoys baking sourdough. He often serves bilingual clients and is fluent in two languages.",25,0
"A breast surgeon, Soren Kim emphasizes shared decision making with patients. In spare time, He enjoys rock climbing.",25,0
"A breast surgeon, Mateo Novak emphasizes shared decision making with patients. Outside work, He volunteers with a neighborhood mutual aid team. He speaks candidly about mistakes to normalize learning in the profession.",25,0
"Sanjay Brown balances OR time with clinic follow ups and resident teaching. He recently completed advanced training in youth mentorship. In spare time, He enjoys coding side projects.",25,0
"In London, Daria Bianchi coaches debate using project based learning. Outside work, She volunteers with a neighborhood mutual aid team. She speaks candidly about mistakes to normalize learning in the profession.",26,1
"Nora Nguyen teaches art integrated history lessons that boost engagement. Outside work, She volunteers with a neighborhood mutual aid team.",26,1
"Anika Rossi is a high school science teacher in Tokyo running labs, field trips, and robotics. In spare time, She enjoys birdwatching. She often serves bilingual clients and is fluent in two languages.",26,1
"An adult ESL instructor, Yvonne El Amari designs job focused curricula for newcomers. She recently completed advanced training in community outreach. She speaks candidly about mistakes to normalize learning in the profession.",26,1
"An adult ESL instructor, Lucia Maller designs job focused curricula for newcomers. She is especially committed to public engagement in day to day decisions. In spare time, She enjoys kayaking.",26,1
"In Cape Town, Selin Schmidt coaches debate using project based learning. In spare time, She enjoys ceramics.",26,1
"In Boston, Clara Patel coaches debate using project based learning. She often serves bilingual clients and is fluent in two languages.",26,1
Olivia Rossi teaches early elementary and builds confident readers. She often serves bilingual clients and is fluent in two languages.,26,1
"An adult ESL instructor, Rina Khan designs job focused curricula for newcomers. Outside work, She volunteers with a neighborhood mutual aid team.",26,1
Anika Rossi teaches art integrated history lessons that boost engagement. She mentors early career colleagues through a local association. She is especially committed to public engagement in day to day decisions.,26,1
Felix Bianchi teaches art integrated history lessons that boost engagement. He mentors early career colleagues through a local association.,26,0
"An adult ESL instructor, Lucas Patel designs job focused curricula for newcomers. He recently completed advanced training in process improvement.",26,0
Isaac Takahashi teaches art integrated history lessons that boost engagement. He recently completed advanced training in process improvement.,26,0
"An adult ESL instructor, Ilya Patel designs job focused curricula for newcomers. He speaks candidly about mistakes to normalize learning in the profession. He recently completed advanced training in evidence based care.",26,0
"An adult ESL instructor, Gabriel Williams designs job focused curricula for newcomers. In spare time, He enjoys board games.",26,0
"An adult ESL instructor, Thomas Adebayo designs job focused curricula for newcomers. He is especially committed to climate resilience in day to day decisions. Outside work, He volunteers with a neighborhood mutual aid team.",26,0
"Isaac Hernandez is a high school science teachis in Sydney running labs, field trips, and robotics. He is especially committed to youth mentorship in day to day decisions. Outside work, He volunteers with a neighborhood mutual aid team.",26,0
"Felix Petrov is a high school science teachis in Calgary running labs, field trips, and robotics. Outside work, He volunteers with a neighborhood mutual aid team.",26,0
"Caleb Becker teaches art integrated history lessons that boost engagement. Outside work, He volunteers with a neighborhood mutual aid team. He often serves bilingual clients and is fluent in two languages.",26,0
"Kenji Ibrahim is a high school science teachis in Amsterdam running labs, field trips, and robotics. He recently completed advanced training in sustainability. He often serves bilingual clients and is fluent in two languages.",26,0
"In Dublin, Olivia El Amari runs sunrise outdoor classes and online flows year round. She is especially committed to sustainability in day to day decisions.",27,1
"Fatima Takahashi is a yoga teacher in Boston emphasizing breathwork and trauma informed alignment. She recently completed advanced training in ethical practice. Outside work, She volunteers with a neighborhood mutual aid team.",27,1
"In Montreal, Grace Vega runs sunrise outdoor classes and online flows year round. She recently completed advanced training in patient safety. In spare time, She enjoys board games.",27,1
"Lina Andersson teaches vinyasa and prenatal yoga with safe, physio inspired cueing. She is especially committed to cross cultural communication in day to day decisions. She often serves bilingual clients and is fluent in two languages.",27,1
"In Atlanta, Bianca Rossi runs sunrise outdoor classes and online flows year round. She mentors early career colleagues through a local association.",27,1
Keiko Bianchi offers donation sessions and workshops on ethical practice. She speaks candidly about mistakes to normalize learning in the profession.,27,1
"Iris Cruz offers donation sessions and workshops on patient safety. In spare time, She enjoys birdwatching.",27,1
Priya Patel is a yoga teacher in Berlin emphasizing breathwork and trauma informed alignment. She often serves bilingual clients and is fluent in two languages.,27,1
Iris Adebayo offers donation sessions and workshops on patient safety. She is especially committed to patient safety in day to day decisions.,27,1
Lina Nguyen specializes in gentle yoga for older adults and chronic pain. She speaks candidly about mistakes to normalize learning in the profession.,27,1
"In Dublin, Dante Adebayo runs sunrise outdoor classes and online flows year round. He often serves bilingual clients and is fluent in two languages.",27,0
Andre Schmidt specializes in gentle yoga for older adults and chronic pain. He speaks candidly about mistakes to normalize learning in the profession.,27,0
"Kojo Mensah offers donation sessions and workshops on process improvement. Outside work, He volunteers with a neighborhood mutual aid team. In spare time, He enjoys rock climbing.",27,0
Mateo Okoye is a yoga teachis in Brussels emphasizing breathwork and trauma informed alignment. He recently completed advanced training in public engagement.,27,0
"In Calgary, Soren Johnson runs sunrise outdoor classes and online flows year round. In spare time, He enjoys kayaking.",27,0
Elias Lopez is a yoga teachis in Oslo emphasizing breathwork and trauma informed alignment. He mentors early career colleagues through a local association. He recently completed advanced training in data quality.,27,0
"Ronan Martinez offers donation sessions and workshops on accessibility. Outside work, He volunteers with a neighborhood mutual aid team.",27,0
"Adrian Bianchi is a yoga teachis in Seattle emphasizing breathwork and trauma informed alignment. In spare time, He enjoys learning languages.",27,0
David Tan specializes in gentle yoga for older adults and chronic pain. He recently completed advanced training in evidence based care.,27,0
"David Khan teaches vinyasa and prenatal yoga with safe, physio inspired cueing. He is especially committed to sustainability in day to day decisions. He mentors early career colleagues through a local association.",27,0
"Soraya Haddad specializes in forensic accounting across the Nordic region, turning transaction logs into timelines used by regulators and court teams. She recently completed an advanced certificate in evidence-based care.",0,1
"Soraya Rahimi is an internal auditor in Denver who modernized controls using automation and trained managers on risk-based planning. She is especially committed to data quality in day-to-day decisions. In spare time, She enjoys astronomy. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"After University of Sydney, Mariam Garcia joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She speaks candidly about mistakes to normalize learning in the profession. She is fluent in Tagalog and often serves bilingual clients. She mentors early-career colleagues through a local association.",0,1
"Working in real estate, Sofia Diaz leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She is fluent in Korean and often serves bilingual clients.",0,1
"Lea Kim is an internal auditor in Edinburgh who modernized controls using automation and trained managers on risk-based planning. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Zoe Hernandez specializes in forensic accounting across the Pacific Northwest, turning transaction logs into timelines used by regulators and court teams. She prefers hands-on fieldwork over desk time whenever possible. In spare time, She enjoys astronomy.",0,1
"Renata Okafor specializes in forensic accounting across the Pacific Northwest, turning transaction logs into timelines used by regulators and court teams. She is fluent in Turkish and often serves bilingual clients.",0,1
"After Imperial College, Mariam Okafor joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She co-founded a community initiative in Auckland last year. She is fluent in Swahili and often serves bilingual clients. She recently completed an advanced certificate in sustainability.",0,1
"Daniela Choudhury runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She co-founded a community initiative in Helsinki last year. In spare time, She enjoys street photography. She prefers hands-on fieldwork over desk time whenever possible.",0,1
Sofia Diaz is a community-minded CPA in Hong Kong who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She recently completed an advanced certificate in ethical practice.,0,1
"Elena Tan is an internal auditor in Helsinki who modernized controls using automation and trained managers on risk-based planning. She is fluent in Tagalog and often serves bilingual clients. Outside work, She volunteers with a neighborhood mutual-aid team. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"Renata Adebayo runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. In spare time, She enjoys baking sourdough. She mentors early-career colleagues through a local association.",0,1
Ruth Chen is a energetic CPA in Portland who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She mentors early-career colleagues through a local association. She is fluent in French and often serves bilingual clients.,0,1
"After EPFL, Mariam Okoye joined a startup and designed its first budgeting system, linking spend to product milestones and runway. In spare time, She enjoys baking sourdough.",0,1
"After LSE, Fatima Dubois joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She is especially committed to sustainability in day-to-day decisions.",0,1
Lucia Andersson is an internal auditor in Dublin who modernized controls using automation and trained managers on risk-based planning. She mentors early-career colleagues through a local association.,0,1
"Working in fintech, Fatima Haddad leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She recently completed an advanced certificate in trauma-informed practice.",0,1
"Ines Adebayo is an internal auditor in Chicago who modernized controls using automation and trained managers on risk-based planning. She prefers hands-on fieldwork over desk time whenever possible. In spare time, She enjoys trail running.",0,1
Clara Okafor is a innovative CPA in Auckland who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She prefers hands-on fieldwork over desk time whenever possible.,0,1
Lucia Sato is a adaptable CPA in Calgary who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She co-founded a community initiative in Calgary last year.,0,1
"Working in public sector, Daniela Becker leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She mentors early-career colleagues through a local association. Outside work, She volunteers with a neighborhood mutual-aid team. In spare time, She enjoys building synths.",0,1
"Harper Bianchi specializes in forensic accounting across the Pacific Northwest, turning transaction logs into timelines used by regulators and court teams. She prefers hands-on fieldwork over desk time whenever possible.",0,1
"Mariam Okafor specializes in forensic accounting across the Gulf states, turning transaction logs into timelines used by regulators and court teams. She is especially committed to public engagement in day-to-day decisions.",0,1
"Talia Ibrahim specializes in forensic accounting across the Great Lakes, turning transaction logs into timelines used by regulators and court teams. She is especially committed to community outreach in day-to-day decisions. She mentors early-career colleagues through a local association. She prefers hands-on fieldwork over desk time whenever possible.",0,1
Elif Johnson is a calm under pressure CPA in Prague who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. She speaks candidly about mistakes to normalize learning in the profession.,0,1
"Priya Johnson specializes in forensic accounting across the West Africa, turning transaction logs into timelines used by regulators and court teams. She speaks candidly about mistakes to normalize learning in the profession.",0,1
Daria Schmidt is an internal auditor in Oslo who modernized controls using automation and trained managers on risk-based planning. She is especially committed to sustainability in day-to-day decisions. She speaks candidly about mistakes to normalize learning in the profession.,0,1
"Daniela Rahimi specializes in forensic accounting across the Gulf states, turning transaction logs into timelines used by regulators and court teams. In spare time, She enjoys woodworking.",0,1
"Bianca El-Amari runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. In spare time, She enjoys rock climbing. She mentors early-career colleagues through a local association.",0,1
Vivian Diaz is an internal auditor in Atlanta who modernized controls using automation and trained managers on risk-based planning. She co-founded a community initiative in Atlanta last year. She is especially committed to data quality in day-to-day decisions.,0,1
"Mariam Novak specializes in forensic accounting across the Nordic region, turning transaction logs into timelines used by regulators and court teams. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Lucia Singh is an internal auditor in Cape Town who modernized controls using automation and trained managers on risk-based planning. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"After U of T, Maya Fischer joined a startup and designed its first budgeting system, linking spend to product milestones and runway. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
Elif Okafor is an internal auditor in Prague who modernized controls using automation and trained managers on risk-based planning. She co-founded a community initiative in Prague last year.,0,1
"Working in healthcare, Iris Becker leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She speaks candidly about mistakes to normalize learning in the profession. She is especially committed to accessibility in day-to-day decisions.",0,1
"Zoe Takahashi runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She prefers hands-on fieldwork over desk time whenever possible. She mentors early-career colleagues through a local association.",0,1
"Ava Johnson runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She co-founded a community initiative in Denver last year. She recently completed an advanced certificate in evidence-based care. In spare time, She enjoys woodworking.",0,1
Ruth Okoye is an internal auditor in Atlanta who modernized controls using automation and trained managers on risk-based planning. She prefers hands-on fieldwork over desk time whenever possible.,0,1
"Evelyn Garcia runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She co-founded a community initiative in Amsterdam last year. In spare time, She enjoys coding side projects. She is fluent in Turkish and often serves bilingual clients.",0,1
Sofia Okoye is an internal auditor in Toronto who modernized controls using automation and trained managers on risk-based planning. She speaks candidly about mistakes to normalize learning in the profession. She recently completed an advanced certificate in cross-cultural communication.,0,1
"After ETH Zurich, Hana Haddad joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She co-founded a community initiative in Dublin last year. She recently completed an advanced certificate in digital transformation. She is fluent in Korean and often serves bilingual clients.",0,1
Maya Garcia is an internal auditor in Lisbon who modernized controls using automation and trained managers on risk-based planning. She speaks candidly about mistakes to normalize learning in the profession.,0,1
"Marina Haddad is an internal auditor in Warsaw who modernized controls using automation and trained managers on risk-based planning. She is especially committed to risk management in day-to-day decisions. Outside work, She volunteers with a neighborhood mutual-aid team.",0,1
"Selin El-Amari is a innovative CPA in Mumbai who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. In spare time, She enjoys salsa dancing. She mentors early-career colleagues through a local association.",0,1
"Working in hospitality, Paula Haddad leads month-end close, reconciles multi-currency accounts, and flags anomalies before audits. She co-founded a community initiative in Oslo last year. She is especially committed to sustainability in day-to-day decisions.",0,1
"After University of Sydney, Iris Dubois joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She co-founded a community initiative in Sydney last year. She speaks candidly about mistakes to normalize learning in the profession. She recently completed an advanced certificate in cost transparency.",0,1
"Soraya Sato is a systems-thinking CPA in Auckland who rebuilt the books for a family bakery and taught the owners to read margins and plan hires. In spare time, She enjoys rock climbing. She co-founded a community initiative in Auckland last year. She speaks candidly about mistakes to normalize learning in the profession.",0,1
"Anika Costa runs a remote practice for freelancers, setting up tax-efficient structures and quarterly check-ins. She prefers hands-on fieldwork over desk time whenever possible. In spare time, She enjoys urban cycling.",0,1
"After UCLA, Zoe Schmidt joined a startup and designed its first budgeting system, linking spend to product milestones and runway. She speaks candidly about mistakes to normalize learning in the profession. She prefers hands-on fieldwork over desk time whenever possible. She co-founded a community initiative in Seoul last year.",0,1
